id,slug,category,brand,name,old_image,best_score,reason,error,provider
REGSCGFTPR,gibraltar-floor-tom-pedal-riser,drums,Gibraltar,Gibraltar Floor Tom Pedal Riser,/products/drums/roland-td17kv2.webp,0,,"z-ai: z-ai error: Failed to make image search request: 356 |                 headers,
357 |                 body: JSON",z-ai
REGSCGPHP6B,gibraltar-gib-port-hole-protector-6-black,accessories,Gibraltar,Gibraltar Gib Port Hole Protector 6  Black,/products/accessories/gaffer-tape-black.webp,0,,"z-ai: z-ai error: Failed to make image search request: 356 |                 headers,
357 |                 body: JSON",z-ai
REGSCGPHP6C,gibraltar-gib-port-hole-protector-6-crm,accessories,Gibraltar,Gibraltar Gib Port Hole Protector 6  Crm,/products/accessories/mic-stand.webp,0,,"z-ai: z-ai error: Failed to make image search request: 356 |                 headers,
357 |                 body: JSON",z-ai
REGSCGPMT,gibraltar-pocket-multi-tool,accessories,Gibraltar,Gibraltar Pocket Multi Tool,/products/accessories/mic-stand.webp,0,,"z-ai: z-ai error: Failed to make image search request: 356 |                 headers,
357 |                 body: JSON",z-ai
REGSCRMAADP,gibraltar-rmaa-inserts,accessories,Gibraltar,Gibraltar Rmaa Inserts,/products/accessories/mic-stand.webp,0,,"z-ai: z-ai error: Failed to make image search request: 356 |                 headers,
357 |                 body: JSON",z-ai
GCRISPKRSTDSET,gator-rok-it-speaker-stand-pair-with-bag,pro-audio,Gator,Gator Rok It Speaker Stand Pair With Bag,/products/pro-audio/ts415-speaker.webp,0,,tavily: no results,tavily
GE731175,gewa-sax-pad-185mm,wind,Gewa,Gewa Sax Pad 18.5Mm,/products/wind/yanagisawa-wo1-sax.webp,0,,no candidates downloaded,tavily
GE731417,gewa-flute-pad-185mm,wind,Gewa,Gewa Flute Pad 18.5Mm,/products/wind/sonata-flute-silver.webp,0,,no candidates downloaded,tavily
HF20,halifax-20,accessories,Halifax,Halifax 20,/products/accessories/mic-stand.webp,0,,no candidates downloaded,tavily
HF30,halifax-30,accessories,Halifax,Halifax 30,/products/accessories/mic-stand.webp,0,,no candidates downloaded,tavily
HF28,halifax-28,accessories,Halifax,Halifax 28,/products/accessories/mic-stand.webp,0,,no candidates downloaded,tavily
JSCELLODM,jargar-cello-single-d-medium-ii,strings,Jargar,Jargar Cello Single D Medium Ii,/products/strings/al2044-violin.webp,0,,tavily: no results,tavily
LS-MC8C-BLK,levy-2-cotton-cross-emblem-strap-black,accessories,Levy's,Levy 2  Cotton Cross Emblem Strap Black,/products/accessories/guitar-strap.webp,0,,tavily: no results,tavily
MYCL2019,mypads-clarinet-pads-190,wind,Mypad,Mypads Clarinet Pads 190,/products/wind/sonata-clarinet-bb.webp,0,,tavily: no results,tavily
MYS110195,mypad-sax-pad-195mm,wind,Mypad,Mypad Sax Pad 19.5Mm,/products/wind/yanagisawa-wo1-sax.webp,0,,no candidates downloaded,tavily
MYS110295,mypad-sax-pads-295mm,wind,Mypad,Mypad Sax Pads 29.5Mm,/products/wind/yanagisawa-wo1-sax.webp,0,,no candidates downloaded,tavily
OP2201232,optech-tux-strap-xl-black,accessories,Optech,Optech Tux Strap Xl Black,/products/accessories/guitar-strap.webp,0,,tavily: no results,tavily
DWPDAX801,pdp-drum-key,drums,PDP,Pdp Drum Key,/products/pro-audio/sig10-drum-mic-kit.webp,0,,tavily: no results,tavily
SNR-CVS12,sandner-concert-12--14-violin-strings,strings,Sandner,Sandner Concert 1/2 -1/4 Violin Strings,/products/strings/gc-violin-44.webp,0,,tavily: no results,tavily
SNRSA260,sandner-44-violin-case-2,strings,Sandner,Sandner 4/4 Violin Case,/products/strings/gc-violin-44.webp,0,,tavily: no results,tavily
SUN-11ML006,santa-fe-melodica-37-keys,accessories,Santa Fe,Santa Fe Melodica 37 Keys,/products/accessories/mic-stand.webp,0,,no candidates downloaded,tavily
SUN-HM10A,santa-fe-10-key-harmonica-a,accessories,Santa Fe,Santa Fe 10 Key Harmonica A,/products/accessories/mic-mute-button.webp,0,,tavily: no results,tavily
SUN-HM24C,santa-fe-24-key-harmonica-c,accessories,Santa Fe,Santa Fe 24 Key Harmonica C,/products/accessories/gaffer-tape-black.webp,0,,tavily: no results,tavily
TH19,thomastik-viola-super-flex-d-string,strings,Thomastik,Thomastik Viola Super Flex D String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH20,thomastik-viola-superflex-g-string,strings,Thomastik,Thomastik Viola Superflex G String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH21,thomastik-viola-superflex-c-string,strings,Thomastik,Thomastik Viola Superflex C String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH211,thomastik-violin-tpiece-12-34,strings,Thomastik,Thomastik Violin T/Piece 1/2-3/4,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH214A,thomastik-cello-tpiece-12,strings,Thomastik,Thomastik Cello T/Piece 1/2,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH22,thomastik-viola-superflexi-c-string,strings,Thomastik,Thomastik  Viola Superflexi  C String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH222,thomastik-violin-tpiece-14,strings,Thomastik,Thomastik Violin T/Piece 1/4,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH23,thomastik-viola-superflex-set,strings,Thomastik,Thomastik Viola Superflex Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH25,thomastik-cello-superflex-a-string,strings,Thomastik,Thomastik Cello Superflex A String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH28,thomastik-cello-superflex-g-string,strings,Thomastik,Thomastik Cello Superflex G String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH29,thomastik-cello-superflex-c-string,strings,Thomastik,Thomastik Cello Superflex  C String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH31,thomastik-cello-superflex-set,strings,Thomastik,Thomastik  Cello Superflex Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH36,thomastik-dbass-superflex-g-string,accessories,Thomastik,Thomastik  D/Bass Superflex G String,/products/guitars/cort-action-bass-v-plus.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH38,thomastik-d-bass-superflex-a-string,accessories,Thomastik,Thomastik D/ Bass Superflex A String,/products/guitars/cort-action-bass-v-plus.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THAL200,thomastik-aplpahyue-viola-string-set,strings,Thomastik,Thomastik Aplpahyue Viola String Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH39,thomastik-dbass-superfelx-e-string,accessories,Thomastik,Thomastik  D/Bass Superfelx  E String,/products/guitars/cort-action-bass-v-plus.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THAC111,thomastik-plectrum-guitar-string-set,guitars,Thomastik,Thomastik Plectrum Guitar String Set,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TH37,thomastik-dbass-superflex-string-d,accessories,Thomastik,Thomastik D/Bass Superflex String D,/products/guitars/cort-action-bass-v-plus.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THAL400,thomastik-alphayue-cello-string-set,strings,Thomastik,Thomastik Alphayue Cello String Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THCF127,thomastik-super-flat-wound-027-045,accessories,Thomastik,Thomastik Super Flat Wound 027-045,/products/accessories/keyboard-stand.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THCR127,thomastik-super-round-wound-027-043,accessories,Thomastik,Thomastik Super Round Wound 027-043,/products/accessories/mic-stand.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THAL41,thomastik-alphayue-cello-a-string,strings,Thomastik,Thomastik Alphayue Cello A String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THGR112,thomastik-george-benson-guitar-strings,guitars,Thomastik,Thomastik George Benson Guitar Strings,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THKF110,thomastik-classic-s-flat-wound-set,accessories,Thomastik,Thomastik  Classic S  Flat Wound Set,/products/accessories/mic-mute-button.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THP13,thomastik-single-013-string,accessories,Thomastik,Thomastik Single .013 String,/products/accessories/mic-stand.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THP16,thomastik-single-016-string,accessories,Thomastik,Thomastik Single  .016 String,/products/accessories/mic-stand.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THKR116,thomastik-classic-s-rope-core-flat-wou,accessories,Thomastik,Thomastik  Classic S  Rope Core Flat Wou,/products/accessories/nux-npk20.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THS26,thomastik-spirocore-cello-a-string,strings,Thomastik,Thomastik Spirocore Cello A String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THSB110,thomastik-guitar-spectrum-set-10-46,guitars,Thomastik,Thomastik Guitar Spectrum Set 10-46,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THSP400,thomastik-spiriti-cello-string-set,strings,Thomastik,Thomastik Spiriti Cello String Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THSP41,thomastik-spiriti-cello-a-string,strings,Thomastik,Thomastik Spiriti Cello A String,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THSB111,thomastik-guitar-spectrum-set,guitars,Thomastik,Thomastik Guitar Spectrum Set,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THTB109,thomastik-techno-brights-string-set,strings,Thomastik,Thomastik Techno Brights String Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THTB110,thomastik-techno-brights-string-set-2,strings,Thomastik,Thomastik Techno Brights String Set,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THTB111,thomastik-techo-brights-011-046-set,accessories,Thomastik,Thomastik Techo Brights 011-046 Set,/products/accessories/mic-stand.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
THVIT100,thomastik-titanium-vision-violin-solo,strings,Thomastik,Thomastik Titanium Vision  Violin Solo,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC201,valencia-14-classic-guitar-natural,guitars,Valencia,Valencia 1/4 Classic Guitar Natural,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC201TWR,valencia-14-classic-guitar-trans-red,guitars,Valencia,Valencia 1/4 Classic Guitar Trans Red,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC202TBU,valencia-12-classic-guitar-trans-blue,guitars,Valencia,Valencia 1/2 Classic Guitar Trans Blue,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC202TWR,valencia-12-classic-guitar-trans-red,guitars,Valencia,Valencia 1/2 Classic Guitar Trans Red,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC202,valencia-12-classic-guitar-natural,guitars,Valencia,Valencia 1/2 Classic Guitar Natural,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC203,valencia-34-classical-guitar-vintage-na,guitars,Valencia,Valencia 3/4 Classical Guitar Vintage Na,/products/guitars/ibanez-icls6nt-classical.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC204L,valencia-44-classic-guitar-lhand-natural,guitars,Valencia,Valencia 4/4 Classic Guitar L/Hand Natural,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC203CSB,valencia-34-classic-guitar-sunburst,guitars,Valencia,Valencia 3/4 Classic Guitar Sunburst,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC304CE,valencia-44-classic-guitar-cutaway-pickup,guitars,Valencia,Valencia 4/4 Classic Guitar Cutaway Pickup,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VTP10044,valencia-44-ebony-violin-tailpiece,strings,Valencia,Valencia 4/4 Ebony Violin Tailpiece,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
VDCM1405,vandoren-black-diamond-clarinet-mouthpiece-bd5,wind,Vandoren,Vandoren Black Diamond Clarinet Mouthpiece Bd5,/products/wind/sonata-clarinet-bb.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VTP50-1/2,valencia-12-metal-violin-tailpiece,strings,Valencia,Valencia 1/2 Metal Violin Tailpiece,/products/strings/gc-violin-44.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
VDCR101,vandoren-clarinet-reeds-1,wind,Vandoren,Vandoren Clarinet Reeds 1,/products/wind/sonata-clarinet-bb.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
TE-VC201TBU,valencia-14-classic-guitar-trans-blue,guitars,Valencia,Valencia 1/4 Classic Guitar Trans Blue,/products/accessories/guitar-strap.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
VDCR1015,vandoren-clarinet-reeds-15,wind,Vandoren,Vandoren Clarinet Reeds 1.5,/products/wind/sonata-clarinet-bb.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
VDCR102,vandoren-clarinet-reeds-2,wind,Vandoren,Vandoren Clarinet Reeds 2,/products/wind/sonata-clarinet-bb.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
VDCR1025,vandoren-clarinet-reeds-25,wind,Vandoren,Vandoren Clarinet Reeds 2.5,/products/wind/sonata-clarinet-bb.webp,0,,tavily: This request exceeds this API key's set usage limit. You can increase its limit on the Tavily dashboard.,tavily
VDCR1035,vandoren-clarinet-reeds-35,wind,Vandoren,Vandoren Clarinet Reeds 3.5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR105,vandoren-clarinet-reeds-5,wind,Vandoren,Vandoren Clarinet Reeds 5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR112,vandoren-eb-clarinet-reeds-2,wind,Vandoren,Vandoren Eb Clarinet Reeds 2,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR113,vandoren-eb-clarinet-reeds-3,wind,Vandoren,Vandoren Eb Clarinet Reeds 3,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR1135,vandoren-eb-clarinet-reeds-35,wind,Vandoren,Vandoren Eb Clarinet Reeds 3.5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR121,vandoren-bass-clarinet-reeds-1,wind,Vandoren,Vandoren Bass Clarinet Reeds 1,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR1215,vandoren-bass-clarinet-reeds-15,wind,Vandoren,Vandoren Bass Clarinet Reeds 1.5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR122,vandoren-bass-clarinet-reeds-2,wind,Vandoren,Vandoren Bass Clarinet Reeds 2,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR1225,vandoren-bass-clarinet-reeds-25,wind,Vandoren,Vandoren Bass Clarinet Reeds 2.5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR1235,vandoren-bass-clarinet-reeds-35,wind,Vandoren,Vandoren Bass Clarinet Reeds 3.5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR124,vandoren-bass-clarinet-reeds-4,wind,Vandoren,Vandoren Bass Clarinet Reeds 4,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
VDCR125,vandoren-bass-clarinet-reeds-5,wind,Vandoren,Vandoren Bass Clarinet Reeds 5,/products/wind/sonata-clarinet-bb.webp,0,,,shopify
WAR-RB24903B,warwick-velcro-binder-20x300mm,accessories,Warwick,Warwick Velcro Binder 20X300Mm,/products/accessories/hartke-hd15-amp.webp,0,,,shopify
AQRSM22BK,aquarian-22-reg-sm-portring-black,accessories,Aquarian,Aquarian 22  Reg Sm Port/Ring Black,/products/accessories/gaffer-tape-black.webp,10,"The image shows a black ring, but it does not match the brand 'Aquarian' or the specific product 'Aquarian 22 Reg Sm Port/Ring Black'. | shown=A black ring with a smooth, curved design and visible int",best score 10 < 60,z-ai
AQTCPD14,aquarian-14-tex-ctd-with-bot-pwdot-dhead,accessories,Aquarian,Aquarian 14  Tex Ctd With Bot Pwdot D/Head,/products/drums/remo-coloured-heads.webp,0,,search: all providers exhausted/cooling,
AQTC8,aquarian-8-satin-white-finsih-head,accessories,Aquarian,Aquarian 8  Satin White Finsih Head,/products/accessories/gaffer-tape-white.webp,0,"The image shows a person with hair and nail art, not a drumhead product, so it does not match the brand or product. | shown=A person with styled hair and decorative nail art",best score 0 < 60,z-ai
CGVLG28CEPRO,crafter-vlg28-ce-professional-acoustic-guitar,guitars,Crafter Guitars,Crafter Vlg28 Ce Professional Acoustic Guitar,/products/guitars/cort-grs-ga1e-acoustic.webp,0,"The image shows a cajon, not an acoustic guitar, and the brand 'GrandE' does not match 'Crafter Guitars'. | shown=A wooden cajon with 'GrandE' branding",best score 0 < 60,z-ai
SAGVP61C,saga-a-breton-44-cello-tailpiece,strings,Saga,Saga A Breton 4/4 Cello Tailpiece,/products/strings/artisan-student-violin.webp,10,"The image shows a violin and related accessories, not a cello tailpiece, so it does not match the specified product. | shown=violin with case, bow, and accessories",best score 10 < 60,z-ai
SAGVP6118,saga-a-breton-18-violin-tailpiece,strings,Saga,Saga A Breton 1/8 Violin Tailpiece,/products/strings/gc-violin-44.webp,20,"The image shows a complete 1/8 violin, bow, and case, not a violin tailpiece, so it does not match the specified product. | shown=A 1/8 size violin with bow and case",best score 20 < 60,z-ai
DM1008,dean-markley-plain-singles-008p,accessories,Dean Markley,Dean Markley Plain Singles .008P,/products/accessories/mic-stand.webp,40,The image shows Dean Markley guitar strings but features 'Super Long Play (SLP)' instead of 'Plain Singles .008P'. | shown=Dean Markley Super Long Play (SLP) guitar strings,best score 40 < 60,z-ai
DM1018,dean-markley-plain-singles-018p,accessories,Dean Markley,Dean Markley Plain Singles .018P,/products/accessories/mic-stand.webp,40,"The image shows Dean Markley Blue Steel strings, not the specified Plain Singles .018P product. | shown=Dean Markley Blue Steel guitar strings",best score 40 < 60,z-ai
RESKG330BK,dixon-electric-guitar-machine-heads-black,guitars,Dixon,Dixon Electric Guitar Machine Heads Black,/products/drums/dixon-star-bubinga.webp,20,"The image shows a Dixon stage light, not guitar machine heads. | shown=Dixon 7x10W RGB moving head stage light",best score 20 < 60,z-ai
RESKG443BK,dixon-bass-guitar-machine-heads-black-4set,guitars,Dixon,Dixon Bass Guitar Machine Heads Black 4Set,/products/drums/remo-coloured-heads.webp,20,"Image shows guitar pickups, not machine heads, so product type does not match. | shown=Black rectangular guitar pickups with silver pole pieces",best score 20 < 60,z-ai
RESKU259,dixon-ukulele-machine-heads,guitars,Dixon,Dixon Ukulele Machine Heads,/products/drums/dixon-star-bubinga.webp,20,"The image shows a Dixon drum set, not Dixon Ukulele Machine Heads. | shown=Dixon drum set",best score 20 < 60,z-ai
PAKE271-HP,dixon-drum-key-2pcs,drums,Dixon Drums,Dixon Drum Key 2Pcs,/products/drums/dixon-star-bubinga.webp,20,"The image shows a drum set, not the specified drum key product. | shown=A set of Dixon Drums in Gloss Birdseye Maple Green Burst fin",best score 20 < 60,z-ai
PAMFRH5C1BX,dixon-red-hots-tone-dampeners-combo,accessories,Dixon Drums,Dixon Red Hots Tone Dampeners Combo,/products/drums/dixon-star-bubinga.webp,30,"The image shows a box with accessories and a drum set, but no clear branding or product name visible to confirm it's the Dixon Red Hots Tone Dampeners Combo. | shown=A box with removable dividers cont",best score 30 < 60,z-ai
PAWS-11U-HP,dixon-metal-cup-washer,accessories,Dixon Drums,Dixon Metal Cup Washer,/products/drums/dixon-star-bubinga.webp,10,"The image shows a spool adapter, not a Dixon Metal Cup Washer, and the brand is not Dixon Drums. | shown=A metal spool adapter with a flanged base and threaded top",best score 10 < 60,z-ai
PAWSMCWHP,dixon-metal-cymbal-washer-4pc,drums,Dixon Drums,Dixon Metal Cymbal Washer 4Pc,/products/drums/dixon-star-bubinga.webp,20,"The image shows Dixon Drums (brand matches), but the product is a drum set, not the specified 'Dixon Metal Cymbal Washer 4Pc' (product does not match). | shown=A set of Dixon Drums (bass drum, tom, an",best score 20 < 60,z-ai
PDCM,dixon-mini-drum-claw,drums,Dixon Drums,Dixon Mini Drum Claw,/products/drums/dixon-star-bubinga.webp,30,The image shows a drum set (not a mini drum claw) but the brand appears to be Dixon Drums based on the logo. | shown=Pink drum set with multiple drums and hardware,best score 30 < 60,z-ai
PDP481HP,dixon-6-practise-pad,accessories,Dixon Drums,Dixon 6  Practise Pad,/products/drums/dixon-star-bubinga.webp,20,The image shows a practice pad but lacks visible Dixon Drums branding and the specific 'Dixon 6' product details. | shown=A black circular practice pad with embossed text,best score 20 < 60,z-ai
PDPC8SP,dixon-8-practise-pad-with-strap,accessories,Dixon Drums,Dixon 8  Practise Pad With Strap,/products/drums/dixon-star-bubinga.webp,30,"The image shows a Dixon practice pad but it is 10 inch, not 8 inch, and does not include a strap as specified in the product description. | shown=Dixon 10 inch Practice Pad Pdp-10DX-BX",best score 30 < 60,z-ai
PDSCL554ST,dixon-55x14-classic-steel-snare-drum,drums,Dixon Drums,Dixon 5.5X14 Classic Steel Snare Drum,/products/drums/dixon-star-bubinga.webp,30,"The image shows a steel snare drum, but no visible Dixon Drums branding or specific model details confirm it matches the 5.5X14 Classic Steel Snare Drum. | shown=A steel snare drum as part of a drum k",best score 30 < 60,z-ai
PHT014C1,dixon-14-clear-bottom-snare-head,drums,Dixon Drums,Dixon 14  Clear Bottom Snare Head,/products/drums/remo-coloured-heads.webp,10,"The image shows a snare drum, not a drumhead, and the visible branding (DW) does not match Dixon Drums. | shown=A purple snare drum with a clear drumhead",best score 10 < 60,z-ai
PHT114C1,dixon-14-clear-drum-head,drums,Dixon Drums,Dixon 14  Clear Drum Head,/products/drums/remo-coloured-heads.webp,20,"The image shows a drum set with a clear drum head, but the specific product is a drum set, not a single 14-inch clear drum head. | shown=A set of Dixon Drums including a bass drum with a clear drum",best score 20 < 60,z-ai
PHT214CT1,dixon-14-white-coated-drum-head,drums,Dixon Drums,Dixon 14  White Coated Drum Head,/products/drums/remo-coloured-heads.webp,30,"The image shows a complete drum set, not a single 14-inch white coated drum head. | shown=A white drum set with black hardware and a geometric logo",best score 30 < 60,z-ai
PHZ122CBDIX1,dixon-22-clear-batter-drum-head,drums,Dixon Drums,Dixon 22  Clear Batter Drum Head,/products/drums/remo-coloured-heads.webp,0,no JSON,best score 0 < 60,z-ai
PHZ122CMDIX1,dixon-22-drum-head-clear-res,drums,Dixon Drums,Dixon 22  Drum Head Clear Res,/products/drums/remo-coloured-heads.webp,10,"The image shows a drum shell, not a drum head, so it does not match the product description. | shown=A wooden drum with chrome hardware",best score 10 < 60,z-ai
PHZ122CTMDIX1,dixon-22-white-bass-head-new-logo,accessories,Dixon Drums,Dixon 22  White Bass Head New Logo,/products/drums/remo-coloured-heads.webp,30,The image shows a complete drum set rather than the specific 22-inch white bass head product. | shown=A blue Dixon drum set with a white bass drum head featuring ,best score 30 < 60,z-ai
PHZ226CT1,dixon-26-white-marching-bass-head,accessories,Dixon Drums,Dixon 26  White Marching Bass Head,/products/drums/remo-coloured-heads.webp,30,"The image shows a complete drum set rather than a single marching bass head, so it does not match the specified product. | shown=A white drum set with black hardware, including a bass drum,",best score 30 < 60,z-ai
PKS3138HP,dixon-13-power-snare-hoop-8-hole,drums,Dixon Drums,Dixon 13  Power Snare Hoop 8 Hole,/products/drums/dixon-star-bubinga.webp,30,"The image shows a Dixon snare drum head, but the product is a full snare drum head rather than the specific 13"" Power Snare Hoop 8 Hole product. | shown=Dixon snare drum head with wooden hoop and meta",best score 30 < 60,z-ai
PODSPB522STG,dixon-spark-birch-5pc-dkit-green,accessories,Dixon Drums,Dixon Spark Birch 5Pc D/Kit Green,/products/drums/dixon-star-bubinga.webp,30,"The drum kit matches the Dixon brand but has a red finish instead of green, so it does not match the specified product. | shown=A red 5-piece drum kit with silver hardware and white drumhe",best score 30 < 60,z-ai
PRCBH268RSP,dixon-cowbell-holder-with-round-post,accessories,Dixon Drums,Dixon Cowbell Holder With Round Post,/products/drums/dixon-star-bubinga.webp,20,"The image shows a drum kit, not a cowbell holder, so the product does not match. | shown=A set of Dixon Drums (drum kit)",best score 20 < 60,z-ai
PSG9000,dixon-professional-latin-bongo-stand,accessories,Dixon Drums,Dixon Professional Latin Bongo Stand,/products/drums/dixon-star-bubinga.webp,30,"The image shows a percussion stand but it appears to be a cymbal or tom stand rather than a bongo stand, and the brand is not visible to confirm. | shown=A chrome tripod-style percussion stand with a ",best score 30 < 60,z-ai
PSK110,dixon-single-conga-stand,drums,Dixon Drums,Dixon Single Conga Stand,/products/drums/dixon-star-bubinga.webp,20,The image shows a drum stand but it is not a conga stand and the brand is not clearly identifiable as Dixon Drums. | shown=A chrome drum stand with a tripod base and adjustable arms,best score 20 < 60,z-ai
